"Incid_Type","BurnBndAc"
"Wildfire",10.4404486499067
"Wildfire",7.25276241805319
"Wildfire",8.4721958254855
"Wildfire",7.30720231476474
"Wildfire",7.17011954344963
"Wildfire",8.77678438370149
"Wildfire",6.99484998583307
"Unknown",7.45645455517621
"Wildfire",7.16857989726403
"Wildfire",7.43366654016617
"Wildfire",9.16136018975446
"Wildfire",8.89082357600438
"Wildfire",8.85080419575642
"Wildfire",6.90173720665657
"Wildfire",8.66922734727174
"Wildfire",11.2772411054117
"Wildfire",8.67111527368849
"Wildfire",7.94909149983052
"Wildfire",7.17930796950403
"Wildfire",7.82204400818562
"Wildfire",8.0532511535491
"Wildfire",8.66215896166642
"Wildfire",8.02845516411425
"Wildfire",7.28344822875663
"Unknown",7.51914995766982
"Wildfire",7.79811262882979
"Wildfire",7.25205395185281
"Wildfire",7.84384863815247
"Wildfire",7.26192709270275
"Wildfire",7.33236920592906
"Wildfire",8.17357548663415
"Wildfire",9.94501329936463
"Wildfire",9.33512108887349
"Unknown",6.91671502035361
"Wildfire",8.07992777075827
"Wildfire",6.92362862813843
"Wildfire",8.05737748855799
"Wildfire",7.60986220091355
"Wildfire",7.54115245513631
"Wildfire",9.3358269920176
"Wildfire",9.66408757870239
"Wildfire",7.15539630189673
"Wildfire",9.29192035896861
"Wildfire",7.99429498641598
"Wildfire",10.6146956484137
"Wildfire",7.60140233458373
"Wildfire",7.16549347506085
"Wildfire",9.53184399290347
"Wildfire",8.37309184744198
"Wildfire",7.85979918056211
"Wildfire",8.22603842948548
"Wildfire",7.63191651307125
"Wildfire",7.00940893270864
"Unknown",7.99023818572036
"Unknown",7.68248244653451
"Wildfire",7.32580750259577
"Wildfire",8.45126704130007
"Wildfire",7.30586003268401
"Wildfire",7.6515955738576
"Wildfire",7.27517231945277
"Wildfire",7.31986492980897
"Wildfire",8.39457347786833
"Wildfire",7.69393732550927
"Prescribed Fire",8.439663988907
"Wildfire",7.32909373624659
"Wildfire",8.18423477409482
"Wildfire",10.3993721124328
"Wildfire",8.77183540978982
"Wildfire",9.30773927796332
"Wildfire",7.19518732017871
"Wildfire",7.614312146452
"Wildfire",6.880384082186
"Wildfire",6.24804287450843
"Wildfire",7.62168499872461
"Unknown",7.93056585423396
"Wildfire",7.90838715929004
"Wildfire",7.01391547481053
"Prescribed Fire",7.29505641646263
"Wildfire",8.20166019080868
"Wildfire",8.22790983759748
"Wildfire",7.11882624906208
"Wildfire",7.27447955877387
"Unknown",7.64826303090192
"Unknown",8.50086053679534
"Wildfire",6.96790920180188
"Wildfire",7.12608727329912
"Wildfire",8.58279364850019
"Wildfire",7.06646697013696
"Wildfire",7.61480536471107
"Wildfire",6.89264164117209
"Unknown",6.99668148817654
"Unknown",7.44949800538285
"Unknown",7.93701748951545
"Unknown",7.4301141385618
"Unknown",6.31716468674728
"Unknown",6.29526600143965
"Unknown",6.77308037565554
"Wildfire",8.57168137670031
"Wildfire",7.12849594568004
"Wildfire",7.79358680337158
"Wildfire",7.59689443814454
"Wildfire",10.7520132302756
"Wildfire",8.81120518756289
"Wildfire",7.11151211649616
"Wildfire",6.59714570188665
"Unknown",7.55590509361135
"Unknown",7.68845535654994
"Unknown",7.57916796739608
"Prescribed Fire",9.0505236705223
"Unknown",7.23561914106675
"Unknown",6.98193467715639
"Unknown",7.87016594646984
"Unknown",6.39359075395063
"Unknown",7.60090245954208
"Unknown",7.34858753092759
"Unknown",6.82762923450285
"Unknown",7.38461038317697
"Unknown",6.72503364216684
"Prescribed Fire",8.52813313145457
"Unknown",6.42324696353352
"Unknown",7.84502441724148
"Unknown",7.03790596344718
"Unknown",6.65544035036765
"Unknown",7.87549929244521
"Unknown",7.35244110024358
"Unknown",7.34407285057307
"Unknown",6.94408720822953
"Wildfire",7.76514490293613
"Wildfire",6.99576615630485
"Prescribed Fire",7.91935619066062
"Unknown",6.32435896238131
"Unknown",6.86797440897029
"Unknown",6.62671774924902
"Unknown",6.5510803350434
"Unknown",6.53958595561767
"Unknown",6.7900972355139
"Unknown",6.53378883793334
"Unknown",8.16593213732158
"Unknown",6.71417052990947
"Unknown",7.10824413973154
"Unknown",6.50128967054039
"Unknown",7.5569505720129
"Unknown",6.64898455002478
"Unknown",6.63725803128446
"Unknown",6.92362862813843
"Unknown",6.91968384984741
"Unknown",6.29526600143965
"Unknown",7.52131798019924
"Unknown",6.99025650049388
"Unknown",7.13648320859025
"Unknown",6.71901315438526
"Unknown",6.93537044601511
"Unknown",8.02649693894541
"Wildfire",7.12367278520461
"Unknown",7.10824413973154
"Unknown",6.40522845803084
"Unknown",9.68936568319238
"Unknown",6.74993119378857
"Unknown",6.25766758788264
"Unknown",7.85049318087114
"Unknown",6.79794041297493
"Unknown",7.97796809312855
"Unknown",7.33888813383888
"Unknown",6.39024066706535
"Unknown",7.72929567431048
"Unknown",7.51969240411654
"Unknown",6.56385552653213
"Unknown",7.82963038915019
"Unknown",6.80239476332431
"Unknown",7.49108759353488
"Unknown",6.49375383985169
"Unknown",6.26149168432104
"Unknown",6.46458830368996
"Unknown",7.08086789669078
"Unknown",7.25205395185281
"Unknown",7.53208814354172
"Unknown",6.24610676548156
"Unknown",7.11069612297883
"Unknown",6.50578406012823
"Unknown",8.60190191934319
"Unknown",7.62851762657506
"Unknown",7.9043348420851
"Unknown",8.18590748148232
"Unknown",7.5422134631934
